Motor_Frequency_Cmd_Hz;Timestamp;X_Axis_High_Frequency_RMS_Acceleration;X_Axis_RMS_Velocity;Z_Axis_High_Frequency_RMS_Acceleration;Z_Axis_RMS_Velocity
45,9;2020-08-27 23:00:00;0,687;0,679;0,355;0,507
45,9;2020-08-27 23:30:00;0,629;0,594;0,333;0,458
45,9;2020-08-28 00:00:00;0,64;0,597;0,342;0,525
45,9;2020-08-28 00:30:00;0,632;0,675;0,344;0,469
45,9;2020-08-28 01:00:00;0,642;0,557;0,346;0,468
45,9;2020-08-28 01:30:00;0,643;0,584;0,353;0,449
45,9;2020-08-28 02:00:00;0,619;0,562;0,343;0,447
45,9;2020-08-28 02:30:00;0,655;0,535;0,352;0,564
45,9;2020-08-28 03:00:00;0,642;0,628;0,353;0,49
45,9;2020-08-28 03:30:00;0,645;0,556;0,36;0,47
45,9;2020-08-28 04:00:00;0,604;0,624;0,338;0,485
45,9;2020-08-28 04:30:00;0,593;0,565;0,339;0,547
45,9;2020-08-28 05:00:00;0,598;0,607;0,344;0,464
45,9;2020-08-28 05:30:00;0,601;0,642;0,348;0,434
45,9;2020-08-28 06:00:00;0,564;0,568;0,339;0,464
45,9;2020-08-28 06:30:00;0,569;0,594;0,341;0,439
45,9;2020-08-28 07:00:00;0,563;0,544;0,338;0,526
45,9;2020-08-28 07:30:00;0,55;0,563;0,335;0,492
45,9;2020-08-28 08:00:00;0,549;0,62;0,333;0,521
45,9;2020-08-28 08:30:00;0,548;0,582;0,335;0,503
45,9;2020-08-28 09:00:00;0,579;0,576;0,337;0,485
45,9;2020-08-28 09:30:00;0,572;0,529;0,331;0,451
45,9;2020-08-28 10:00:00;0,595;0,56;0,33;0,503
45,9;2020-08-28 10:30:00;0,623;0,593;0,329;0,429
45,9;2020-08-28 11:00:00;0,62;0,61;0,33;0,522
45,9;2020-08-28 11:30:00;0,629;0,573;0,333;0,445
45,9;2020-08-28 12:00:00;0,639;0,552;0,329;0,49
45,9;2020-08-28 12:30:00;0,668;0,563;0,331;0,453
45,9;2020-08-28 13:00:00;0,68;0,629;0,337;0,505
45,9;2020-08-28 13:30:00;0,638;0,611;0,325;0,449
45,9;2020-08-28 14:00:00;0,631;0,608;0,318;0,463
45,9;2020-08-28 14:30:00;0,612;0,648;0,318;0,505
45,9;2020-08-28 15:00:00;0,633;0,541;0,328;0,484
45,9;2020-08-28 15:30:00;0,617;0,601;0,324;0,552
45,9;2020-08-28 16:00:00;0,607;0,608;0,324;0,461
45,9;2020-08-28 16:30:00;0,577;0,614;0,318;0,465
45,9;2020-08-28 17:00:00;0,617;0,588;0,325;0,461
45,9;2020-08-28 17:30:00;0,619;0,578;0,322;0,484
45,9;2020-08-28 18:00:00;0,652;0,613;0,325;0,487
45,9;2020-08-28 18:30:00;0,647;0,602;0,329;0,46
45,9;2020-08-28 19:00:00;0,663;0,568;0,328;0,443
45,9;2020-08-28 19:30:00;0,666;0,625;0,329;0,43
45,9;2020-08-28 20:00:00;0,643;0,62;0,33;0,474
45,9;2020-08-28 20:30:00;0,645;0,658;0,325;0,48
45,9;2020-08-28 21:00:00;0,662;0,69;0,336;0,484
45,9;2020-08-28 21:30:00;0,696;0,591;0,34;0,508
45,9;2020-08-28 22:00:00;0,665;0,562;0,337;0,597
45,9;2020-08-28 22:30:00;0,684;0,559;0,344;0,471
45,9;2020-08-28 23:00:00;0,715;0,57;0,353;0,483
45,9;2020-08-28 23:30:00;0,683;0,508;0,35;0,449
45,9;2020-08-29 00:00:00;0,696;0,563;0,349;0,432
45,9;2020-08-29 00:30:00;0,703;0,548;0,352;0,486
45,9;2020-08-29 01:00:00;0,693;0,656;0,353;0,502
45,9;2020-08-29 01:30:00;0,711;0,568;0,362;0,484
45,9;2020-08-29 02:00:00;0,707;0,616;0,357;0,502
45,9;2020-08-29 02:30:00;0,712;0,608;0,354;0,478
45,9;2020-08-29 03:00:00;0,694;0,558;0,356;0,476
45,9;2020-08-29 03:30:00;0,72;0,574;0,359;0,454
45,9;2020-08-29 04:00:00;0,672;0,672;0,346;0,456
45,9;2020-08-29 04:30:00;0,682;0,664;0,348;0,473
45,9;2020-08-29 05:00:00;0,641;0,553;0,344;0,537
45,9;2020-08-29 05:30:00;0,651;0,586;0,343;0,435
45,9;2020-08-29 06:00:00;0,633;0,585;0,343;0,454
45,9;2020-08-29 06:30:00;0,628;0,527;0,342;0,457
45,9;2020-08-29 07:00:00;0,624;0,553;0,34;0,458
45,9;2020-08-29 07:30:00;0,624;0,594;0,338;0,413
45,9;2020-08-29 08:00:00;0,62;0,592;0,337;0,472
45,9;2020-08-29 08:30:00;0,618;0,607;0,337;0,51
45,9;2020-08-29 09:00:00;0,626;0,637;0,338;0,48
45,9;2020-08-29 09:30:00;0,635;0,646;0,333;0,465
45,9;2020-08-29 10:00:00;0,635;0,614;0,329;0,476
45,9;2020-08-29 10:30:00;0,645;0,629;0,338;0,459
45,9;2020-08-29 11:00:00;0,666;0,56;0,347;0,468
45,9;2020-08-29 11:30:00;0,628;0,573;0,335;0,483
45,9;2020-08-29 12:00:00;0,635;0,632;0,342;0,486
45,9;2020-08-29 12:30:00;0,633;0,566;0,334;0,45
45,9;2020-08-29 13:00:00;0,6;0,605;0,329;0,434
45,9;2020-08-29 13:30:00;0,635;0,596;0,344;0,448
45,9;2020-08-29 14:00:00;0,632;0,546;0,354;0,51
45,9;2020-08-29 14:30:00;0,635;0,613;0,339;0,504
45,9;2020-08-29 15:00:00;0,647;0,638;0,338;0,499
45,9;2020-08-29 15:30:00;0,642;0,551;0,342;0,56
45,9;2020-08-29 16:00:00;0,641;0,617;0,352;0,514
45,9;2020-08-29 16:30:00;0,61;0,531;0,346;0,468
45,9;2020-08-29 17:00:00;0,626;0,541;0,341;0,519
45,9;2020-08-29 17:30:00;0,608;0,605;0,335;0,466
45,9;2020-08-29 18:00:00;0,625;0,556;0,341;0,589
45,9;2020-08-29 18:30:00;0,636;0,587;0,34;0,489
45,9;2020-08-29 19:00:00;0,618;0,615;0,337;0,513
45,9;2020-08-29 19:30:00;0,611;0,554;0,341;0,436
45,9;2020-08-29 20:00:00;0,61;0,602;0,34;0,44
45,9;2020-08-29 20:30:00;0,592;0,575;0,337;0,513
45,9;2020-08-29 21:00:00;0,613;0,591;0,342;0,488
45,9;2020-08-29 21:30:00;0,593;0,62;0,347;0,479
45,9;2020-08-29 22:00:00;0,634;0,603;0,35;0,46
45,9;2020-08-29 22:30:00;0,636;0,616;0,354;0,542
45,9;2020-08-29 23:00:00;0,636;0,673;0,357;0,516
45,9;2020-08-29 23:30:00;0,607;0,653;0,347;0,5
42,1;2020-08-30 00:00:00;1,135;0,752;0,486;0,568
42,1;2020-08-30 00:30:00;1,104;0,628;0,487;0,436
42,1;2020-08-30 01:00:00;1,11;0,675;0,497;0,51
42,1;2020-08-30 01:30:00;1,12;0,676;0,498;0,552
42,1;2020-08-30 02:00:00;1,136;0,729;0,507;0,54
42,1;2020-08-30 02:30:00;1,15;0,658;0,514;0,555
42,1;2020-08-30 03:00:00;1,125;0,7;0,506;0,524
42,1;2020-08-30 03:30:00;1,143;0,64;0,506;0,454
42,1;2020-08-30 04:00:00;1,133;0,773;0,509;0,557
42,1;2020-08-30 04:30:00;1,125;0,799;0,512;0,63
44,4;2020-08-30 05:00:00;0,796;0,613;0,407;0,499
40,6;2020-08-30 05:30:00;1,288;0,618;0,555;0,511
40,6;2020-08-30 06:00:00;1,292;0,719;0,561;0,461
40,6;2020-08-30 06:30:00;1,272;0,635;0,561;0,421
40,6;2020-08-30 07:00:00;1,267;0,622;0,562;0,515
40,6;2020-08-30 07:30:00;1,258;0,655;0,553;0,474
40,6;2020-08-30 08:00:00;1,265;0,652;0,552;0,479
40,6;2020-08-30 08:30:00;1,261;0,604;0,554;0,492
40,6;2020-08-30 09:00:00;1,28;0,732;0,56;0,503
40,6;2020-08-30 09:30:00;1,279;0,627;0,551;0,457
40,6;2020-08-30 10:00:00;1,291;0,672;0,551;0,482
40,6;2020-08-30 10:30:00;1,275;0,559;0,545;0,542
40,6;2020-08-30 11:00:00;1,279;0,678;0,548;0,398
40,6;2020-08-30 11:30:00;1,292;0,605;0,546;0,485
40,6;2020-08-30 12:00:00;1,326;0,61;0,551;0,514
40,6;2020-08-30 12:30:00;1,365;0,618;0,571;0,506
40,6;2020-08-30 13:00:00;1,382;0,596;0,57;0,446
40,6;2020-08-30 15:00:00;1,264;0,616;0,561;0,458
40,6;2020-08-30 15:30:00;1,308;0,686;0,559;0,442
40,6;2020-08-30 16:00:00;1,328;0,584;0,554;0,464
40,6;2020-08-30 16:30:00;1,326;0,583;0,56;0,464
40,6;2020-08-30 17:00:00;1,384;0,569;0,569;0,52
40,6;2020-08-30 17:30:00;1,385;0,619;0,572;0,478
40,6;2020-08-30 18:00:00;1,413;0,697;0,574;0,545
40,6;2020-08-30 18:30:00;1,414;0,694;0,579;0,475
40,6;2020-08-30 19:00:00;1,399;0,657;0,571;0,511
41,8;2020-08-30 19:30:00;1,311;0,705;0,554;0,485
41,8;2020-08-30 20:00:00;1,268;0,704;0,541;0,508
41,8;2020-08-30 20:30:00;1,237;0,675;0,533;0,496
41,8;2020-08-30 21:00:00;1,253;0,636;0,541;0,512
41,8;2020-08-30 21:30:00;1,254;0,67;0,547;0,495
41,8;2020-08-30 22:00:00;1,239;0,63;0,546;0,48
41,8;2020-08-30 22:30:00;1,271;0,901;0,559;0,531
41,4;2020-08-30 23:00:00;1,307;0,716;0,561;0,484
41,4;2020-08-30 23:30:00;1,315;0,624;0,566;0,499
41,4;2020-08-31 00:00:00;1,287;0,701;0,562;0,518
41,4;2020-08-31 00:30:00;1,282;0,679;0,563;0,467
41,4;2020-08-31 01:00:00;1,283;0,689;0,554;0,482
41,4;2020-08-31 01:30:00;1,307;0,74;0,567;0,562
41,4;2020-08-31 02:00:00;1,311;0,69;0,571;0,517
41,4;2020-08-31 02:30:00;1,318;0,813;0,575;0,559
41,4;2020-08-31 03:00:00;1,3;0,784;0,577;0,499
41,4;2020-08-31 03:30:00;1,233;0,613;0,549;0,565
41,4;2020-08-31 04:00:00;1,203;0,736;0,54;0,553
41,4;2020-08-31 04:30:00;1,206;0,665;0,548;0,567
41,4;2020-08-31 05:00:00;1,193;0,695;0,541;0,476
41,4;2020-08-31 05:30:00;1,208;0,699;0,541;0,57
41,4;2020-08-31 06:00:00;1,216;0,592;0,547;0,539
41,4;2020-08-31 06:30:00;1,157;0,628;0,525;0,601
41,4;2020-08-31 07:00:00;1,149;0,622;0,534;0,536
41,4;2020-08-31 07:30:00;1,117;0,68;0,521;0,483
41,4;2020-08-31 08:00:00;1,138;0,686;0,539;0,594
41,4;2020-08-31 08:30:00;1,157;0,741;0,539;0,585
41,4;2020-08-31 09:00:00;1,136;0,771;0,525;0,563
41,4;2020-08-31 09:30:00;1,126;0,819;0,52;0,556
41,4;2020-08-31 10:00:00;1,172;0,741;0,54;0,511
41,4;2020-08-31 10:30:00;1,175;0,785;0,526;0,547
41,4;2020-08-31 11:00:00;1,179;0,795;0,535;0,555
41,4;2020-08-31 11:30:00;1,177;0,788;0,545;0,555
41,4;2020-08-31 12:00:00;1,173;0,704;0,541;0,493
41,4;2020-08-31 12:30:00;1,203;0,737;0,545;0,52
41,4;2020-08-31 13:00:00;1,236;0,698;0,549;0,509
46,2;2020-08-31 13:30:00;0,617;0,564;0,361;0,745
46,2;2020-08-31 14:00:00;0,642;0,52;0,366;1,453
46,2;2020-08-31 14:30:00;0,599;0,541;0,35;0,63
46,2;2020-08-31 15:00:00;0,616;0,633;0,358;0,76
46,2;2020-08-31 15:30:00;0,601;0,522;0,341;1,06
46,2;2020-08-31 16:00:00;0,586;0,534;0,341;0,984
46,2;2020-08-31 16:30:00;0,594;0,634;0,346;0,971
46,2;2020-08-31 17:00:00;0,595;0,558;0,35;1,011
46,2;2020-08-31 17:30:00;0,595;0,643;0,349;1,013
46,2;2020-08-31 18:00:00;0,617;0,588;0,355;0,874
46,2;2020-08-31 18:30:00;0,607;0,555;0,351;1,098
46,2;2020-08-31 19:00:00;0,595;0,627;0,345;1,098
46,2;2020-08-31 19:30:00;0,622;0,603;0,359;0,723
46,2;2020-08-31 20:00:00;0,574;0,541;0,348;1,139
46,2;2020-08-31 20:30:00;0,563;0,577;0,345;0,875
46,2;2020-08-31 21:00:00;0,57;0,608;0,346;1,008
46,2;2020-08-31 21:30:00;0,569;0,604;0,344;1,371
46,2;2020-08-31 22:00:00;0,582;0,622;0,348;0,852
46,2;2020-08-31 22:30:00;0,554;0,582;0,342;0,511
46,2;2020-08-31 23:00:00;0,577;0,567;0,345;2,258
46,2;2020-08-31 23:30:00;0,574;0,658;0,346;0,622
46,2;2020-09-01 00:00:00;0,585;0,595;0,351;1,191
46,2;2020-09-01 00:30:00;0,593;0,544;0,354;0,604
46,2;2020-09-01 01:00:00;0,582;0,566;0,361;0,622
46,2;2020-09-01 01:30:00;0,576;0,622;0,347;1,25
42,5;2020-09-01 02:00:00;1,062;0,786;0,49;0,511
42,5;2020-09-01 02:30:00;1,005;0,695;0,487;0,497
42,5;2020-09-01 03:00:00;0,938;0,681;0,471;0,502
42,5;2020-09-01 03:30:00;0,983;0,657;0,492;0,563
42,5;2020-09-01 04:00:00;1,007;0,664;0,478;0,552
42,5;2020-09-01 04:30:00;0,998;0,587;0,483;0,478
42,5;2020-09-01 05:00:00;0,981;0,64;0,475;0,451
42,5;2020-09-01 05:30:00;0,998;0,597;0,478;0,409
42,5;2020-09-01 06:00:00;0,946;0,633;0,468;0,448
42,5;2020-09-01 06:30:00;0,96;0,605;0,468;0,482
42,5;2020-09-01 07:00:00;0,919;0,595;0,469;0,432
42,5;2020-09-01 07:30:00;0,96;0,636;0,477;0,532
42,5;2020-09-01 08:00:00;0,945;0,758;0,466;0,538
42,5;2020-09-01 08:30:00;0,99;0,777;0,485;0,552
42,5;2020-09-01 09:00:00;1,006;0,602;0,479;0,484
42,5;2020-09-01 09:30:00;0,989;0,703;0,484;0,509
42,5;2020-09-01 10:00:00;0,966;0,801;0,474;0,611
42,5;2020-09-01 10:30:00;1,004;0,717;0,478;0,531
42,5;2020-09-01 11:00:00;0,954;0,616;0,455;0,483
42,5;2020-09-01 11:30:00;0,984;0,775;0,46;0,528
42,5;2020-09-01 12:00:00;1,072;0,618;0,483;0,408
42,5;2020-09-01 12:30:00;1,067;0,634;0,48;0,474
42,5;2020-09-01 13:00:00;1,06;0,565;0,465;0,459
42,5;2020-09-01 13:30:00;1,076;0,782;0,477;0,571
42,5;2020-09-01 14:00:00;1,126;0,68;0,486;0,586
42,5;2020-09-01 14:30:00;1,105;0,694;0,475;0,483
42,5;2020-09-01 15:00:00;1,084;0,654;0,468;0,539
42,5;2020-09-01 15:30:00;1,068;0,652;0,453;0,494
42,5;2020-09-01 16:00:00;1,074;0,567;0,465;0,486
42,5;2020-09-01 16:30:00;1,087;0,599;0,462;0,509
42,5;2020-09-01 17:00:00;1,089;0,629;0,458;0,506
42,5;2020-09-01 17:30:00;1,067;0,694;0,451;0,468
42,5;2020-09-01 18:00:00;1,135;0,66;0,483;0,481
42,5;2020-09-01 18:30:00;1,197;0,595;0,498;0,517
42,5;2020-09-01 19:00:00;1,103;0,744;0,477;0,539
42,5;2020-09-01 19:30:00;1,089;0,614;0,47;0,464
42,5;2020-09-01 20:00:00;1,123;0,701;0,489;0,511
42,5;2020-09-01 20:30:00;1,102;0,605;0,483;0,478
42,5;2020-09-01 21:00:00;1,048;0,614;0,478;0,469
42,5;2020-09-01 21:30:00;1,072;0,651;0,488;0,486
42,5;2020-09-01 22:00:00;1,096;0,688;0,497;0,506
42,5;2020-09-01 22:30:00;1,054;0,652;0,485;0,408
42,5;2020-09-01 23:00:00;1,057;0,701;0,482;0,497
42,5;2020-09-01 23:30:00;1,08;0,705;0,49;0,609
42,5;2020-09-02 00:00:00;1,075;0,665;0,488;0,498
42,5;2020-09-02 00:30:00;1,072;0,714;0,492;0,518
42,5;2020-09-02 01:00:00;1,075;0,692;0,492;0,47
42,5;2020-09-02 01:30:00;1,076;0,684;0,485;0,493
42,5;2020-09-02 02:00:00;1,083;0,655;0,496;0,485
42,5;2020-09-02 02:30:00;1,076;0,564;0,5;0,448
42,5;2020-09-02 03:00:00;1,063;0,624;0,492;0,472
42,5;2020-09-02 03:30:00;1,065;0,724;0,491;0,541
42,5;2020-09-02 04:00:00;1,016;0,623;0,48;0,521
42,5;2020-09-02 04:30:00;1,007;0,598;0,467;0,513
42,5;2020-09-02 05:00:00;1,018;0,684;0,481;0,453
42,5;2020-09-02 05:30:00;0,997;0,661;0,473;0,432
42,5;2020-09-02 06:00:00;0,979;0,695;0,464;0,464
42,5;2020-09-02 06:30:00;0,995;0,683;0,473;0,459
42,5;2020-09-02 07:00:00;0,995;0,655;0,467;0,506
42,5;2020-09-02 07:30:00;0,947;0,751;0,449;0,516
42,5;2020-09-02 08:00:00;0,979;0,578;0,467;0,438
42,5;2020-09-02 08:30:00;0,986;0,605;0,469;0,466
42,5;2020-09-02 09:00:00;1,016;0,619;0,473;0,469
42,5;2020-09-02 09:30:00;1,016;0,623;0,47;0,462
42,5;2020-09-02 10:00:00;1,054;0,618;0,479;0,427
42,5;2020-09-02 10:30:00;1,07;0,571;0,479;0,443
42,5;2020-09-02 11:00:00;1,032;0,753;0,468;0,537
42,5;2020-09-02 11:30:00;1,085;0,613;0,473;0,46
42,5;2020-09-02 12:00:00;1,139;0,668;0,487;0,513
42,5;2020-09-02 12:30:00;1,177;0,639;0,497;0,491
42,5;2020-09-02 13:00:00;1,108;0,616;0,475;0,55
42,5;2020-09-02 13:30:00;1,087;0,682;0,468;0,55
41;2020-09-02 14:00:00;1,326;0,56;0,541;0,493
41;2020-09-02 14:30:00;1,334;0,647;0,543;0,493
40,6;2020-09-02 15:00:00;1,303;0,586;0,522;0,442
40,6;2020-09-02 15:30:00;1,31;0,666;0,538;0,529
40,6;2020-09-02 16:00:00;1,273;0,664;0,529;0,446
40,6;2020-09-02 16:30:00;1,268;0,626;0,524;0,47
40,6;2020-09-02 17:00:00;1,286;0,621;0,534;0,515
40,2;2020-09-02 17:30:00;1,287;0,562;0,528;0,465
40,2;2020-09-02 18:00:00;1,3;0,583;0,532;0,401
40,2;2020-09-02 18:30:00;1,304;0,616;0,539;0,432
40,2;2020-09-02 19:00:00;1,297;0,665;0,529;0,4
40,2;2020-09-02 19:30:00;1,272;0,596;0,528;0,382
40,2;2020-09-02 20:00:00;1,265;0,662;0,533;0,461
40,2;2020-09-02 20:30:00;1,26;0,701;0,536;0,408
40,2;2020-09-02 21:00:00;1,25;0,584;0,533;0,49
40,2;2020-09-02 21:30:00;1,23;0,632;0,535;0,433
40,2;2020-09-02 22:00:00;1,224;0,658;0,536;0,406
40,2;2020-09-02 22:30:00;1,23;0,638;0,537;0,548
40,2;2020-09-02 23:00:00;1,242;0,603;0,541;0,474
40,2;2020-09-02 23:30:00;1,283;0,692;0,543;0,408
40,2;2020-09-03 00:00:00;1,285;0,549;0,546;0,407
40,2;2020-09-03 00:30:00;1,219;0,587;0,534;0,384
40,2;2020-09-03 01:00:00;1,187;0,628;0,527;0,409
40,2;2020-09-03 01:30:00;1,208;0,615;0,548;0,491
40,2;2020-09-03 02:00:00;1,21;0,602;0,553;0,474
40,6;2020-09-03 02:30:00;1,226;0,636;0,551;0,464
40,6;2020-09-03 03:00:00;1,197;0,611;0,535;0,504
42,5;2020-09-03 03:30:00;0,962;0,707;0,475;0,473
42,5;2020-09-03 04:00:00;0,946;0,703;0,465;0,457
42,5;2020-09-03 04:30:00;0,985;0,69;0,473;0,491
42,5;2020-09-03 05:00:00;0,937;0,713;0,467;0,568
42,5;2020-09-03 05:30:00;0,908;0,762;0,466;0,556
42,5;2020-09-03 06:00:00;0,921;0,766;0,474;0,547
42,5;2020-09-03 06:30:00;0,87;0,745;0,449;0,543
42,5;2020-09-03 07:00:00;0,877;0,668;0,454;0,497
42,5;2020-09-03 07:30:00;0,867;0,607;0,451;0,501
42,5;2020-09-03 08:00:00;0,849;0,612;0,448;0,513
42,5;2020-09-03 08:30:00;0,922;0,77;0,471;0,569
42,5;2020-09-03 09:00:00;0,899;0,802;0,462;0,521
42,5;2020-09-03 09:30:00;0,902;0,719;0,463;0,592
45,1;2020-09-03 10:00:00;0,637;0,622;0,392;0,536
45,1;2020-09-03 10:30:00;0,649;0,595;0,4;0,544
45,1;2020-09-03 11:00:00;0,67;0,66;0,394;0,484
45,1;2020-09-03 11:30:00;0,693;0,617;0,396;0,517
45,1;2020-09-03 12:00:00;0,658;0,558;0,385;0,481
45,1;2020-09-03 12:30:00;0,694;0,641;0,389;0,735
45,1;2020-09-03 13:00:00;0,686;0,562;0,385;0,523
45,1;2020-09-03 13:30:00;0,687;0,56;0,382;0,437
45,1;2020-09-03 14:00:00;0,734;0,586;0,38;0,478
45,1;2020-09-03 14:30:00;0,78;0,553;0,392;0,434
44,8;2020-09-03 15:00:00;0,816;0,59;0,395;0,501
44,8;2020-09-03 15:30:00;0,783;0,616;0,391;0,459
44,8;2020-09-03 16:00:00;0,793;0,611;0,385;0,471
44,8;2020-09-03 16:30:00;0,79;0,644;0,387;0,494
44,8;2020-09-03 17:00:00;0,797;0,629;0,385;0,467
44,8;2020-09-03 17:30:00;0,845;0,573;0,398;0,511
43,6;2020-09-03 18:00:00;1,017;0,611;0,456;0,508
43,6;2020-09-03 18:30:00;0,978;0,627;0,438;0,453
43,6;2020-09-03 19:00:00;0,96;0,67;0,434;0,501
41,8;2020-09-03 19:30:00;1,18;0,634;0,496;0,462
41,8;2020-09-03 20:00:00;1,209;0,681;0,506;0,459
41,8;2020-09-03 20:30:00;1,197;0,694;0,513;0,541
41,8;2020-09-03 21:00:00;1,249;0,602;0,528;0,448
41,8;2020-09-03 21:30:00;1,234;0,654;0,525;0,502
41,8;2020-09-03 22:00:00;1,241;0,656;0,516;0,496
41,8;2020-09-03 22:30:00;1,25;0,624;0,523;0,52
41,8;2020-09-03 23:00:00;1,171;0,738;0,519;0,577
41,8;2020-09-03 23:30:00;1,155;0,678;0,515;0,523
41,8;2020-09-04 00:00:00;1,12;0,672;0,505;0,498
41,8;2020-09-04 00:30:00;1,169;0,612;0,524;0,463
41,8;2020-09-04 01:00:00;1,129;0,72;0,519;0,537
41,8;2020-09-04 01:30:00;1,14;0,603;0,523;0,543
41,8;2020-09-04 02:00:00;1,141;0,728;0,525;0,506
41,8;2020-09-04 02:30:00;1,126;0,758;0,524;0,605
41,8;2020-09-04 03:00:00;1,148;0,798;0,525;0,572
41,8;2020-09-04 03:30:00;1,1;0,565;0,518;0,471
41,8;2020-09-04 04:00:00;1,135;0,662;0,519;0,51
41,8;2020-09-04 04:30:00;1,135;0,602;0,526;0,51
41,8;2020-09-04 05:00:00;1,133;0,663;0,521;0,487
41,8;2020-09-04 05:30:00;1,079;0,606;0,505;0,483
41,8;2020-09-04 06:00:00;1,056;0,677;0,501;0,497
41,8;2020-09-04 06:30:00;1,051;0,762;0,493;0,538
41,8;2020-09-04 07:00:00;1,035;0,713;0,5;0,564
41,8;2020-09-04 07:30:00;1,027;0,674;0,502;0,535
46,2;2020-09-04 08:00:00;0,538;0,596;0,343;2,13
46,2;2020-09-04 08:30:00;0,538;0,801;0,349;1,555
46,2;2020-09-04 09:00:00;0,543;0,535;0,356;1,208
46,2;2020-09-04 09:30:00;0,531;0,612;0,35;1,682
46,2;2020-09-04 10:00:00;0,562;0,536;0,35;1,174
46,2;2020-09-04 10:30:00;0,561;0,535;0,345;0,718
46,2;2020-09-04 11:00:00;0,568;0,546;0,35;0,785
46,2;2020-09-04 11:30:00;0,594;0,571;0,348;0,829
46,2;2020-09-04 12:00:00;0,609;0,602;0,352;0,665
46,2;2020-09-04 12:30:00;0,639;0,606;0,363;0,524
46,2;2020-09-04 13:00:00;0,618;0,63;0,352;0,591
46,2;2020-09-04 13:30:00;0,607;0,651;0,345;0,47
47,8;2020-09-04 14:00:00;0,637;0,616;0,341;0,549
47,8;2020-09-04 14:30:00;0,639;0,624;0,334;0,45
43,6;2020-09-04 15:00:00;1,027;0,591;0,448;0,521
42,5;2020-09-04 15:30:00;1,187;0,709;0,497;0,504
42,5;2020-09-04 16:00:00;1,178;0,651;0,49;0,446
42,5;2020-09-04 16:30:00;1,168;0,627;0,493;0,486
42,5;2020-09-04 17:00:00;1,158;0,692;0,488;0,536
41;2020-09-04 17:30:00;1,345;0,608;0,558;0,507
41;2020-09-04 18:00:00;1,348;0,679;0,561;0,499
41;2020-09-04 18:30:00;1,335;0,628;0,556;0,518
41;2020-09-04 19:00:00;1,313;0,662;0,547;0,485
41;2020-09-04 19:30:00;1,331;0,578;0,558;0,486
39,9;2020-09-04 20:00:00;1,314;0,656;0,554;0,481
39,9;2020-09-04 20:30:00;1,296;0,562;0,551;0,454
39,9;2020-09-04 21:00:00;1,3;0,557;0,551;0,388
39,9;2020-09-04 21:30:00;1,263;0,595;0,539;0,429
39,9;2020-09-04 22:00:00;1,301;0,659;0,559;0,415
39,9;2020-09-04 22:30:00;1,29;0,647;0,556;0,43
39,9;2020-09-04 23:00:00;1,3;0,643;0,565;0,43
39,9;2020-09-04 23:30:00;1,272;0,627;0,556;0,411
39,9;2020-09-05 00:00:00;1,273;0,6;0,562;0,475
39,9;2020-09-05 00:30:00;1,319;0,615;0,582;0,445
39,9;2020-09-05 01:00:00;1,282;0,706;0,569;0,486
39,9;2020-09-05 01:30:00;1,25;0,648;0,566;0,45
39,9;2020-09-05 02:00:00;1,209;0,768;0,557;0,496
39,9;2020-09-05 02:30:00;1,206;0,604;0,554;0,428
39,9;2020-09-05 03:00:00;1,255;0,616;0,571;0,434
39,9;2020-09-05 03:30:00;1,27;0,597;0,572;0,513
39,9;2020-09-05 04:00:00;1,261;0,593;0,574;0,489
39,9;2020-09-05 04:30:00;1,276;0,69;0,586;0,456
39,9;2020-09-05 05:00:00;1,202;0,65;0,559;0,5
39,9;2020-09-05 05:30:00;1,202;0,643;0,554;0,577
39,9;2020-09-05 06:00:00;1,213;0,62;0,564;0,496
39,9;2020-09-05 06:30:00;1,224;0,632;0,556;0,44
39,9;2020-09-05 07:00:00;1,204;0,637;0,551;0,461
39,9;2020-09-05 07:30:00;1,19;0,637;0,554;0,438
42,1;2020-09-05 08:00:00;0,983;0,733;0,495;0,627
42,1;2020-09-05 08:30:00;0,993;0,714;0,495;0,548
42,1;2020-09-05 09:00:00;1,016;0,798;0,501;0,602
49,6;2020-09-05 09:30:00;0,697;0,75;0,343;2,695
43,2;2020-09-05 10:00:00;0,929;0,602;0,447;0,53
40,6;2020-09-06 12:30:00;1,277;0,662;0,547;0,52
40,6;2020-09-06 13:00:00;1,29;0,674;0,548;0,425
40,6;2020-09-06 13:30:00;1,278;0,598;0,529;0,554
40,6;2020-09-06 14:00:00;1,323;0,629;0,555;0,434
41;2020-09-07 13:00:00;1,373;0,651;0,587;0,451
41;2020-09-07 13:30:00;1,321;0,621;0,561;0,481
41;2020-09-07 14:00:00;1,271;0,629;0,546;0,506
41;2020-09-07 14:30:00;1,223;0,624;0,525;0,476
41;2020-09-07 15:00:00;1,248;0,641;0,532;0,552
41;2020-09-07 15:30:00;1,262;0,624;0,529;0,495
41;2020-09-07 16:00:00;1,245;0,568;0,527;0,631
41;2020-09-07 16:30:00;1,289;0,635;0,534;0,547
41;2020-09-07 17:00:00;1,271;0,651;0,529;0,545
41;2020-09-07 17:30:00;1,29;0,62;0,539;0,5
41;2020-09-07 18:00:00;1,282;0,659;0,532;0,548
41;2020-09-07 18:30:00;1,279;0,669;0,529;0,471
41;2020-09-07 19:00:00;1,279;0,62;0,528;0,513
41;2020-09-07 19:30:00;1,286;0,597;0,534;0,451
