Motor_Frequency_Cmd_Hz;X_Axis_High_Freq_RMS_Acc_G;Z_Axis_High_Freq_RMS_Acc_G;X_Axis_RMS_Velocity_mm_sec;Z_Axis_RMS_Velocity_mm_sec;time_local
0;0,01;0,01;0,16;0,09;2021-08-08 00:01:00
0;0,01;0,01;0,1;0,14;2021-08-08 00:32:00
0;0,01;0,01;0,12;0,1;2021-08-08 01:02:00
0;0,01;0,01;0,1;0,11;2021-08-08 01:32:00
0;0,01;0,01;0,13;0,1;2021-08-08 02:02:00
0;0,01;0,01;0,15;0,14;2021-08-08 02:32:00
0;0,01;0,01;0,15;0,1;2021-08-08 03:03:00
0;0,01;0,01;0,15;0,12;2021-08-08 03:33:00
0;0,01;0,01;0,13;0,15;2021-08-08 04:02:00
0;0,01;0,01;0,18;0,11;2021-08-08 04:33:00
0;0,01;0,01;0,12;0,17;2021-08-08 05:02:00
0;0,01;0,01;0,13;0,15;2021-08-08 05:32:00
0;0,01;0,01;0,11;0,15;2021-08-08 06:02:00
0;0,01;0,01;0,1;0,13;2021-08-08 06:32:00
0;0,01;0,01;0,11;0,12;2021-08-08 07:34:00
0;0,01;0,01;0,16;0,14;2021-08-08 08:03:00
0;0,01;0,01;0,16;0,13;2021-08-08 08:32:00
0;0,01;0,01;0,14;0,16;2021-08-08 09:02:00
0;0,01;0,01;0,11;0,09;2021-08-08 09:31:00
0;0,01;0,01;0,21;0,11;2021-08-08 10:03:00
0;0,01;0,01;0,14;0,14;2021-08-08 10:34:00
0;0,01;0,01;0,13;0,12;2021-08-08 11:03:00
0;0,01;0,01;0,19;0,13;2021-08-08 11:32:00
0;0,01;0,01;0,12;0,14;2021-08-08 12:02:00
0;0,01;0,01;0,15;0,17;2021-08-08 12:31:00
0;0,01;0,01;0,14;0,15;2021-08-08 13:03:00
0;0,01;0,01;0,11;0,14;2021-08-08 13:32:00
0;0,01;0,01;0,17;0,15;2021-08-08 14:01:00
0;0,01;0,01;0,13;0,13;2021-08-08 14:32:00
0;0,01;0,01;0,15;0,1;2021-08-08 15:02:00
0;0,01;0,01;0,16;0,16;2021-08-08 15:32:00
0;0,01;0,01;0,17;0,17;2021-08-08 16:02:00
0;0,01;0,01;0,16;0,15;2021-08-08 16:32:00
0;0,01;0,01;0,11;0,1;2021-08-08 17:02:00
0;0,01;0,01;0,14;0,1;2021-08-08 17:32:00
0;0,01;0,01;0,13;0,12;2021-08-08 18:03:00
0;0,01;0,01;0,17;0,1;2021-08-08 18:36:00
0;0,01;0,01;0,12;0,14;2021-08-08 19:03:00
0;0,01;0,01;0,12;0,14;2021-08-08 19:32:00
0;0,01;0,01;0,1;0,15;2021-08-08 20:02:00
0;0,01;0,01;0,12;0,12;2021-08-08 21:32:00
0;0,01;0,01;0,15;0,13;2021-08-08 22:31:00
0;0,01;0,01;0,18;0,12;2021-08-08 23:03:00
0;0,01;0,01;0,15;0,11;2021-08-08 23:33:00
0;0,01;0,01;0,13;0,18;2021-08-09 00:02:00
0;0,01;0,01;0,14;0,12;2021-08-09 00:33:00
0;0,01;0,01;0,15;0,16;2021-08-09 02:02:00
0;0,01;0,01;0,11;0,12;2021-08-09 02:32:00
0;0,01;0,01;0,12;0,14;2021-08-09 03:02:00
0;0,01;0,01;0,18;0,12;2021-08-09 04:33:00
0;0,01;0,01;0,21;0,12;2021-08-09 06:04:00
0;0,01;0,01;0,12;0,09;2021-08-09 06:32:00
0;0,01;0,01;0,13;0,14;2021-08-09 08:33:00
0;0,01;0,01;0,16;0,09;2021-08-09 10:03:00
0;0,01;0,01;0,17;0,15;2021-08-09 13:04:00
0;0,01;0,01;0,14;0,12;2021-08-09 14:12:00
0;0,01;0,01;0,13;0,1;2021-08-11 18:01:00
0;0,01;0,01;0,11;0,17;2021-08-11 18:31:00
0;0,01;0,01;0,16;0,13;2021-08-11 19:01:00
0;0,01;0,01;0,16;0,17;2021-08-11 19:31:00
0;0,01;0,01;0,19;0,12;2021-08-11 20:01:00
0;0,01;0,01;0,12;0,13;2021-08-11 20:31:00
0;0,01;0,01;0,14;0,11;2021-08-11 21:01:00
0;0,01;0,01;0,16;0,17;2021-08-11 21:31:00
0;0,01;0,01;0,17;0,14;2021-08-11 22:01:00
0;0,01;0,01;0,12;0,17;2021-08-11 22:31:00
0;0,01;0,01;0,12;0,12;2021-08-11 23:01:00
0;0,01;0,01;0,13;0,14;2021-08-11 23:31:00
0;0,01;0,01;0,12;0,12;2021-08-12 00:01:00
0;0,01;0,01;0,14;0,17;2021-08-12 00:31:00
0;0,01;0,01;0,11;0,13;2021-08-12 01:01:00
0;0,01;0,01;0,18;0,11;2021-08-12 01:31:00
0;0,01;0,01;0,1;0,14;2021-08-12 02:01:00
0;0,01;0,01;0,24;0,17;2021-08-12 02:31:00
0;0,01;0,01;0,11;0,13;2021-08-12 03:01:00
0;0,01;0,01;0,1;0,11;2021-08-12 03:31:00
0;0,01;0,01;0,14;0,16;2021-08-12 04:01:00
0;0,01;0,01;0,15;0,16;2021-08-12 04:31:00
0;0,01;0,01;0,09;0,11;2021-08-12 05:01:00
0;0,01;0,01;0,14;0,11;2021-08-12 05:31:00
0;0,01;0,01;0,17;0,14;2021-08-12 06:01:00
0;0,01;0,01;0,11;0,14;2021-08-12 06:31:00
0;0,01;0,01;0,11;0,14;2021-08-12 07:01:00
0;0,01;0,01;0,13;0,13;2021-08-12 07:31:00
0;0,01;0,01;0,1;0,16;2021-08-12 08:01:00
0;0,01;0,01;0,14;0,14;2021-08-12 08:31:00
0;0,01;0,01;0,15;0,17;2021-08-12 09:01:00
0;0,01;0,01;0,12;0,13;2021-08-12 09:31:00
0;0,01;0,01;0,13;0,09;2021-08-12 10:01:00
0;0,01;0,01;0,14;0,16;2021-08-12 10:31:00
0;0,01;0,01;0,13;0,11;2021-08-12 11:01:00
0;0,01;0,01;0,13;0,18;2021-08-12 11:31:00
0;0,01;0,01;0,09;0,16;2021-08-12 12:01:00
0;0,01;0,01;0,12;0,13;2021-08-12 12:31:00
0;0,01;0,01;0,1;0,11;2021-08-12 13:01:00
0;0,01;0,01;0,14;0,15;2021-08-12 13:31:00
0;0,01;0,01;0,12;0,14;2021-08-12 14:01:00
0;0,01;0,01;0,2;0,14;2021-08-12 14:31:00
0;0,01;0,01;0,14;0,16;2021-08-12 15:01:00
0;0,01;0,01;0,11;0,12;2021-08-12 15:31:00
0;0,01;0,01;0,17;0,14;2021-08-12 16:01:00
0;0,01;0,01;0,12;0,16;2021-08-12 16:31:00
0;0,01;0,01;0,11;0,1;2021-08-12 17:01:00
0;0,01;0,01;0,16;0,1;2021-08-12 17:31:00
0;0,01;0,01;0,14;0,09;2021-08-12 18:01:00
0;0,01;0,01;0,17;0,14;2021-08-12 18:31:00
0;0,01;0,01;0,16;0,1;2021-08-12 19:01:00
0;0,01;0,01;0,12;0,12;2021-08-12 19:31:00
0;0,01;0,01;0,13;0,09;2021-08-12 20:01:00
0;0,01;0,01;0,19;0,13;2021-08-12 20:31:00
0;0,01;0,01;0,13;0,11;2021-08-12 21:01:00
0;0,01;0,01;0,17;0,15;2021-08-12 21:31:00
0;0,01;0,01;0,1;0,11;2021-08-12 22:01:00
0;0,01;0,01;0,14;0,12;2021-08-12 22:31:00
0;0,01;0,01;0,19;0,14;2021-08-12 23:01:00
0;0,01;0,01;0,17;0,13;2021-08-12 23:31:00
0;0,01;0,01;0,17;0,13;2021-08-13 00:01:00
0;0,01;0,01;0,11;0,1;2021-08-13 00:31:00
0;0,01;0,01;0,1;0,1;2021-08-13 01:01:00
0;0,01;0,01;0,13;0,12;2021-08-13 01:31:00
0;0,01;0,01;0,14;0,13;2021-08-13 02:01:00
0;0,01;0,01;0,12;0,13;2021-08-13 02:31:00
0;0,01;0,01;0,14;0,14;2021-08-13 03:01:00
0;0,01;0,01;0,16;0,14;2021-08-13 03:31:00
0;0,01;0,01;0,2;0,17;2021-08-13 04:01:00
0;0,01;0,01;0,11;0,13;2021-08-13 04:31:00
0;0,01;0,01;0,18;0,12;2021-08-13 05:01:00
0;0,01;0,01;0,16;0,14;2021-08-13 05:31:00
0;0,01;0,01;0,17;0,11;2021-08-13 06:01:00
0;0,01;0,01;0,12;0,11;2021-08-13 06:31:00
0;0,01;0,01;0,13;0,17;2021-08-13 07:01:00
0;0,03;0,04;0,25;0,24;2021-08-13 07:31:00
0;0,01;0,01;0,15;0,13;2021-08-13 08:01:00
0;0,01;0,01;0,14;0,15;2021-08-13 08:31:00
0;0,01;0,01;0,16;0,18;2021-08-13 09:01:00
0;0,01;0,01;0,15;0,14;2021-08-13 09:31:00
0;0,01;0,01;0,1;0,15;2021-08-13 11:01:00
0;0,01;0,01;0,13;0,12;2021-08-13 11:32:00
0;0,01;0,01;0,13;0,12;2021-08-13 11:32:00
0;0,01;0,01;0,13;0,15;2021-08-13 11:32:00
0;0,01;0,01;0,13;0,15;2021-08-13 11:32:00
0;0,01;0,01;0,17;0,09;2021-08-13 11:32:00
0;0,01;0,01;0,17;0,09;2021-08-13 11:32:00
0;0,01;0,01;0,12;0,16;2021-08-13 11:32:00
0;0,01;0,01;0,12;0,16;2021-08-13 11:32:00
0;0,01;0,01;0,15;0,18;2021-08-13 11:32:00
0;0,01;0,01;0,15;0,18;2021-08-13 11:32:00
0;0,01;0,01;0,14;0,13;2021-08-13 11:32:00
0;0,01;0,01;0,14;0,13;2021-08-13 11:32:00
0;0,01;0,01;0,11;0,12;2021-08-13 11:33:00
0;0,01;0,01;0,11;0,12;2021-08-13 11:33:00
0;0,01;0,01;0,12;0,14;2021-08-13 11:33:00
0;0,01;0,01;0,12;0,14;2021-08-13 11:33:00
0;0,01;0,01;0,15;0,21;2021-08-13 11:33:00
0;0,01;0,01;0,15;0,21;2021-08-13 11:33:00
0;0,01;0,01;0,17;0,12;2021-08-13 11:33:00
0;0,01;0,01;0,17;0,12;2021-08-13 11:33:00
0;0,01;0,01;0,16;0,18;2021-08-13 11:33:00
0;0,01;0,01;0,16;0,18;2021-08-13 11:33:00
0;0,01;0,01;0,18;0,13;2021-08-13 11:33:00
0;0,01;0,01;0,18;0,13;2021-08-13 11:33:00
0;0,01;0,01;0,14;0,16;2021-08-13 11:34:00
0;0,01;0,01;0,14;0,16;2021-08-13 11:34:00
0;0,01;0,01;0,14;0,17;2021-08-13 11:34:00
0;0,01;0,01;0,14;0,17;2021-08-13 11:34:00
0;0,01;0,01;0,23;0,16;2021-08-13 11:34:00
0;0,01;0,01;0,23;0,16;2021-08-13 11:34:00
0;0,01;0,01;0,12;0,13;2021-08-13 11:34:00
0;0,01;0,01;0,12;0,13;2021-08-13 11:34:00
0;0,01;0,01;0,11;0,08;2021-08-13 11:34:00
0;0,01;0,01;0,11;0,08;2021-08-13 11:34:00
0;0,01;0,01;0,15;0,12;2021-08-13 11:34:00
0;0,01;0,01;0,15;0,12;2021-08-13 11:34:00
0;0,01;0,01;0,1;0,1;2021-08-13 11:35:00
0;0,01;0,01;0,1;0,1;2021-08-13 11:35:00
0;0,01;0,01;0,19;0,14;2021-08-13 11:35:00
0;0,01;0,01;0,19;0,14;2021-08-13 11:35:00
0;0,01;0,01;0,15;0,16;2021-08-13 11:35:00
0;0,01;0,01;0,15;0,16;2021-08-13 11:35:00
0;0,01;0,01;0,13;0,14;2021-08-13 11:35:00
0;0,01;0,01;0,13;0,14;2021-08-13 11:35:00
0;0,01;0,01;0,13;0,12;2021-08-13 11:35:00
0;0,01;0,01;0,13;0,12;2021-08-13 11:35:00
0;0,01;0,01;0,22;0,18;2021-08-13 11:35:00
0;0,01;0,01;0,22;0,18;2021-08-13 11:35:00
0;0,01;0,01;0,1;0,11;2021-08-13 11:36:00
0;0,01;0,01;0,1;0,11;2021-08-13 11:36:00
0;0,01;0,01;0,12;0,16;2021-08-13 11:36:00
0;0,01;0,01;0,12;0,16;2021-08-13 11:36:00
0;0,01;0,01;0,15;0,14;2021-08-13 11:36:00
0;0,01;0,01;0,15;0,14;2021-08-13 11:36:00
0;0,01;0,01;0,23;0,17;2021-08-13 11:36:00
0;0,01;0,01;0,23;0,17;2021-08-13 11:36:00
0;0,01;0,01;0,13;0,11;2021-08-13 11:36:00
0;0,01;0,01;0,13;0,11;2021-08-13 11:36:00
0;0,01;0,01;0,16;0,12;2021-08-13 11:36:00
0;0,01;0,01;0,16;0,12;2021-08-13 11:36:00
0;0,01;0,01;0,16;0,12;2021-08-13 11:37:00
0;0,01;0,01;0,18;0,16;2021-08-13 11:37:00
0;0,01;0,01;0,14;0,12;2021-08-13 11:37:00
0;0,01;0,01;0,14;0,12;2021-08-13 11:37:00
0;0,01;0,01;0,12;0,12;2021-08-13 11:37:00
0;0,01;0,01;0,12;0,12;2021-08-13 11:37:00
0;0,01;0,01;0,12;0,14;2021-08-13 11:37:00
0;0,01;0,01;0,12;0,14;2021-08-13 11:37:00
0;0,01;0,01;0,12;0,14;2021-08-13 11:37:00
0;0,01;0,01;0,12;0,14;2021-08-13 11:37:00
0;0,01;0,01;0,1;0,15;2021-08-13 11:37:00
0;0,01;0,01;0,1;0,15;2021-08-13 11:37:00
0;0,01;0,01;0,09;0,13;2021-08-13 11:38:00
0;0,01;0,01;0,09;0,13;2021-08-13 11:38:00
0;0,01;0,01;0,17;0,13;2021-08-13 11:38:00
0;0,01;0,01;0,17;0,13;2021-08-13 11:38:00
0;0,01;0,01;0,09;0,12;2021-08-13 11:38:00
0;0,01;0,01;0,09;0,12;2021-08-13 11:38:00
0;0,01;0,01;0,14;0,13;2021-08-13 11:38:00
0;0,01;0,01;0,14;0,13;2021-08-13 11:38:00
0;0,01;0,01;0,15;0,15;2021-08-13 11:38:00
0;0,01;0,01;0,15;0,15;2021-08-13 11:38:00
0;0,01;0,01;0,12;0,1;2021-08-13 11:38:00
0;0,01;0,01;0,12;0,1;2021-08-13 11:38:00
0;0,01;0,01;0,13;0,13;2021-08-13 11:39:00
0;0,01;0,01;0,13;0,13;2021-08-13 11:39:00
0;0,01;0,01;0,13;0,11;2021-08-13 11:39:00
0;0,01;0,01;0,13;0,11;2021-08-13 11:39:00
0;0,01;0,01;0,12;0,15;2021-08-13 11:39:00
0;0,01;0,01;0,12;0,15;2021-08-13 11:39:00
0;0,01;0,01;0,19;0,17;2021-08-13 11:39:00
0;0,01;0,01;0,19;0,17;2021-08-13 11:39:00
0;0,01;0,01;0,14;0,15;2021-08-13 11:39:00
0;0,01;0,01;0,14;0,15;2021-08-13 11:39:00
0;0,01;0,01;0,11;0,14;2021-08-13 11:39:00
0;0,01;0,01;0,11;0,14;2021-08-13 11:39:00
0;0,01;0,01;0,1;0,15;2021-08-13 11:40:00
0;0,01;0,01;0,1;0,15;2021-08-13 11:40:00
0;0,01;0,01;0,15;0,13;2021-08-13 11:40:00
0;0,01;0,01;0,15;0,13;2021-08-13 11:40:00
0;0,01;0,01;0,12;0,12;2021-08-13 11:40:00
0;0,01;0,01;0,12;0,12;2021-08-13 11:40:00
0;0,01;0,01;0,16;0,11;2021-08-13 11:40:00
0;0,01;0,01;0,16;0,11;2021-08-13 11:40:00
0;0,01;0,01;0,12;0,13;2021-08-13 11:40:00
0;0,01;0,01;0,12;0,13;2021-08-13 11:40:00
0;0,01;0,01;0,17;0,16;2021-08-13 11:40:00
0;0,01;0,01;0,17;0,16;2021-08-13 11:40:00
0;0,01;0,01;0,14;0,12;2021-08-13 11:41:00
0;0,01;0,01;0,14;0,12;2021-08-13 11:41:00
0;0,01;0,01;0,11;0,12;2021-08-13 11:41:00
0;0,01;0,01;0,11;0,12;2021-08-13 11:41:00
0;0,01;0,01;0,14;0,1;2021-08-13 11:41:00
0;0,01;0,01;0,14;0,1;2021-08-13 11:41:00
0;0,01;0,01;0,14;0,1;2021-08-13 11:41:00
0;0,01;0,01;0,16;0,23;2021-08-13 11:41:00
0;0,01;0,01;0,12;0,14;2021-08-13 11:41:00
0;0,01;0,01;0,12;0,14;2021-08-13 11:41:00
0;0,01;0,01;0,13;0,12;2021-08-13 11:41:00
0;0,01;0,01;0,13;0,12;2021-08-13 11:41:00
0;0,01;0,01;0,15;0,12;2021-08-13 11:42:00
0;0,01;0,01;0,15;0,12;2021-08-13 11:42:00
0;0,01;0,01;0,19;0,13;2021-08-13 11:42:00
0;0,01;0,01;0,19;0,13;2021-08-13 11:42:00
0;0,01;0,01;0,14;0,18;2021-08-13 11:42:00
0;0,01;0,01;0,14;0,18;2021-08-13 11:42:00
0;0,01;0,01;0,13;0,11;2021-08-13 11:42:00
0;0,01;0,01;0,13;0,11;2021-08-13 11:42:00
0;0,01;0,01;0,19;0,19;2021-08-13 11:42:00
0;0,01;0,01;0,19;0,19;2021-08-13 11:42:00
0;0,01;0,01;0,13;0,17;2021-08-13 11:42:00
0;0,01;0,01;0,13;0,17;2021-08-13 11:42:00
0;0,01;0,01;0,09;0,12;2021-08-13 11:43:00
0;0,01;0,01;0,09;0,12;2021-08-13 11:43:00
0;0,01;0,01;0,15;0,12;2021-08-13 11:43:00
0;0,01;0,01;0,15;0,12;2021-08-13 11:43:00
0;0,01;0,01;0,09;0,09;2021-08-13 11:43:00
0;0,01;0,01;0,09;0,09;2021-08-13 11:43:00
0;0,01;0,01;0,17;0,13;2021-08-13 11:43:00
0;0,01;0,01;0,17;0,13;2021-08-13 11:43:00
0;0,01;0,01;0,15;0,14;2021-08-13 11:43:00
0;0,01;0,01;0,15;0,14;2021-08-13 11:43:00
0;0,01;0,01;0,12;0,09;2021-08-13 11:43:00
0;0,01;0,01;0,12;0,09;2021-08-13 11:43:00
0;0,01;0,01;0,15;0,11;2021-08-13 11:44:00
0;0,01;0,01;0,15;0,11;2021-08-13 11:44:00
0;0,01;0,01;0,15;0,1;2021-08-13 11:44:00
0;0,01;0,01;0,15;0,1;2021-08-13 11:44:00
0;0,01;0,01;0,16;0,1;2021-08-13 11:44:00
0;0,01;0,01;0,16;0,1;2021-08-13 11:44:00
0;0,01;0,01;0,14;0,11;2021-08-13 11:44:00
0;0,01;0,01;0,14;0,11;2021-08-13 11:44:00
0;0,01;0,01;0,13;0,12;2021-08-13 11:44:00
0;0,01;0,01;0,13;0,12;2021-08-13 11:44:00
0;0,01;0,01;0,12;0,19;2021-08-13 11:44:00
0;0,01;0,01;0,12;0,19;2021-08-13 11:44:00
0;0,01;0,01;0,2;0,14;2021-08-13 11:45:00
0;0,01;0,01;0,2;0,14;2021-08-13 11:45:00
0;0,01;0,01;0,15;0,14;2021-08-13 11:45:00
0;0,01;0,01;0,15;0,14;2021-08-13 11:45:00
0;0,01;0,01;0,11;0,13;2021-08-13 11:45:00
0;0,01;0,01;0,11;0,13;2021-08-13 11:45:00
0;0,01;0,01;0,13;0,11;2021-08-13 11:45:00
0;0,01;0,01;0,13;0,11;2021-08-13 11:45:00
0;0,01;0,01;0,13;0,11;2021-08-13 11:45:00
0;0,01;0,01;0,12;0,14;2021-08-13 11:45:00
0;0,01;0,01;0,13;0,14;2021-08-13 11:45:00
0;0,01;0,01;0,13;0,14;2021-08-13 11:45:00
0;0,01;0,01;0,16;0,15;2021-08-13 11:46:00
0;0,01;0,01;0,16;0,15;2021-08-13 11:46:00
0;0,01;0,01;0,12;0,13;2021-08-13 11:46:00
0;0,01;0,01;0,12;0,13;2021-08-13 11:46:00
0;0,01;0,01;0,14;0,16;2021-08-13 11:46:00
0;0,01;0,01;0,14;0,16;2021-08-13 11:46:00
0;0,01;0,01;0,12;0,18;2021-08-13 11:46:00
0;0,01;0,01;0,12;0,18;2021-08-13 11:46:00
0;0,01;0,01;0,14;0,12;2021-08-13 11:46:00
0;0,01;0,01;0,14;0,12;2021-08-13 11:46:00
0;0,01;0,01;0,13;0,11;2021-08-13 11:46:00
0;0,01;0,01;0,13;0,11;2021-08-13 11:46:00
0;0,01;0,01;0,11;0,13;2021-08-13 11:47:00
0;0,01;0,01;0,11;0,13;2021-08-13 11:47:00
0;0,01;0,01;0,11;0,15;2021-08-13 11:47:00
0;0,01;0,01;0,11;0,15;2021-08-13 11:47:00
0;0,01;0,01;0,14;0,15;2021-08-13 11:47:00
0;0,01;0,01;0,14;0,15;2021-08-13 11:47:00
0;0,01;0,01;0,2;0,15;2021-08-13 11:47:00
0;0,01;0,01;0,2;0,15;2021-08-13 11:47:00
0;0,01;0,01;0,14;0,12;2021-08-13 11:47:00
0;0,01;0,01;0,16;0,1;2021-08-13 12:01:00
0;0,01;0,01;0,1;0,1;2021-08-13 12:31:00
0;0,01;0,01;0,11;0,1;2021-08-13 13:01:00
0;0,01;0,01;0,11;0,12;2021-08-13 13:31:00
0;0,01;0,01;0,14;0,16;2021-08-13 14:01:00
0;0,01;0,01;0,15;0,14;2021-08-13 14:31:00
0;0,07;0,06;0,27;0,33;2021-08-13 15:01:00
0;0,01;0,01;0,14;0,13;2021-08-13 15:31:00
0;0,01;0,01;0,12;0,14;2021-08-13 16:01:00
0;0,01;0,01;0,19;0,17;2021-08-13 16:31:00
0;0,01;0,01;0,13;0,11;2021-08-13 17:01:00
0;0,01;0,01;0,13;0,1;2021-08-13 17:31:00
0;0,01;0,01;0,12;0,15;2021-08-13 18:01:00
0;0,84;0,46;0,44;0,45;2021-08-13 18:31:00
0;0,61;0,39;0,58;0,51;2021-08-13 19:01:00
0;0,6;0,38;0,75;0,5;2021-08-13 19:31:00
0;0,58;0,38;0,53;0,39;2021-08-13 20:01:00
0;0,58;0,38;0,82;0,5;2021-08-13 20:31:00
0;0,6;0,38;0,63;0,47;2021-08-13 21:01:00
0;0,59;0,36;0,69;0,45;2021-08-13 21:31:00
0;0,58;0,35;0,48;0,41;2021-08-13 22:01:00
0;0,6;0,36;0,73;0,52;2021-08-13 22:31:00
0;0,6;0,36;0,6;0,46;2021-08-13 23:01:00
0;0,61;0,37;0,52;0,47;2021-08-13 23:31:00
0;0,67;0,39;0,71;0,52;2021-08-14 00:01:00
0;0,67;0,38;0,74;0,43;2021-08-14 00:31:00
0;0,65;0,37;0,71;0,44;2021-08-14 01:01:00
0;0,62;0,37;0,58;0,43;2021-08-14 01:31:00
0;0,66;0,4;0,57;0,43;2021-08-14 02:01:00
0;0,68;0,4;0,68;0,56;2021-08-14 02:31:00
0;0,69;0,4;0,54;0,5;2021-08-14 03:01:00
0;0,7;0,4;0,67;0,53;2021-08-14 03:31:00
0;0,7;0,42;0,93;0,44;2021-08-14 04:01:00
0;0,7;0,42;0,71;0,43;2021-08-14 04:31:00
0;0,61;0,4;0,8;0,5;2021-08-14 05:01:00
0;0,7;0,42;0,58;0,43;2021-08-14 05:31:00
0;0,76;0,44;0,54;0,39;2021-08-14 06:01:00
0;0,74;0,42;0,62;0,44;2021-08-14 06:31:00
0;0,73;0,43;0,71;0,45;2021-08-14 07:01:00
0;0,74;0,43;0,54;0,41;2021-08-14 07:31:00
0;0,76;0,42;0,59;0,41;2021-08-14 08:01:00
0;0,73;0,43;0,85;0,47;2021-08-14 08:31:00
0;0,71;0,43;0,6;0,5;2021-08-14 09:01:00
0;0,73;0,43;0,68;0,44;2021-08-14 09:31:00
0;0,7;0,42;0,53;0,41;2021-08-14 10:01:00
0;0,72;0,44;0,65;0,46;2021-08-14 10:31:00
0;0,7;0,43;0,56;0,46;2021-08-14 11:01:00
0;0,64;0,43;0,57;0,34;2021-08-14 11:31:00
0;0,73;0,44;0,64;0,49;2021-08-14 12:01:00
0;0,76;0,45;0,77;0,47;2021-08-14 12:31:00
0;0,74;0,43;0,56;0,46;2021-08-14 13:01:00
0;0,75;0,43;0,52;0,43;2021-08-14 13:31:00
0;0,74;0,44;0,68;0,54;2021-08-14 14:01:00
0;0,68;0,44;0,57;0,42;2021-08-14 14:31:00
0;0,65;0,43;0,56;0,53;2021-08-14 15:01:00
0;0,67;0,42;0,71;0,51;2021-08-14 15:31:00
0;0,59;0,42;1,32;0,57;2021-08-14 16:01:00
0;0,64;0,44;0,59;0,51;2021-08-14 16:31:00
0;0,68;0,44;0,57;0,5;2021-08-14 17:01:00
0;0,73;0,43;0,72;0,63;2021-08-14 17:31:00
0;0,74;0,44;0,72;0,56;2021-08-14 18:01:00
0;0,74;0,43;0,65;0,51;2021-08-14 18:31:00
0;0,75;0,42;0,68;0,6;2021-08-14 19:01:00
0;0,74;0,41;0,67;0,67;2021-08-14 19:31:00
0;0,74;0,43;0,75;0,57;2021-08-14 20:01:00
0;0,74;0,44;0,71;0,57;2021-08-14 20:31:00
0;0,71;0,44;0,7;0,55;2021-08-14 21:01:00
0;0,69;0,44;0,7;0,6;2021-08-14 21:31:00
0;0,7;0,43;0,76;0,65;2021-08-14 22:01:00
0;0,65;0,38;0,54;0,52;2021-08-14 22:31:00
0;0,67;0,38;0,63;0,52;2021-08-14 23:01:00
0;0,65;0,4;0,58;0,49;2021-08-14 23:31:00
0;0,65;0,39;0,6;0,4;2021-08-15 00:01:00
0;0,67;0,38;0,61;0,42;2021-08-15 00:31:00
0;0,66;0,39;0,84;0,45;2021-08-15 01:01:00
0;0,67;0,39;0,57;0,47;2021-08-15 01:31:00
0;0,65;0,39;0,72;0,4;2021-08-15 02:01:00
0;0,66;0,38;0,74;0,46;2021-08-15 02:31:00
0;0,67;0,4;0,55;0,4;2021-08-15 03:01:00
0;0,66;0,4;0,55;0,43;2021-08-15 03:31:00
0;0,65;0,4;0,72;0,56;2021-08-15 04:01:00
0;0,61;0,37;0,72;0,41;2021-08-15 04:31:00
0;0,62;0,38;0,54;0,36;2021-08-15 05:01:00
0;0,63;0,39;0,67;0,45;2021-08-15 05:31:00
0;0,61;0,38;0,69;0,45;2021-08-15 06:01:00
0;0,6;0,38;0,66;0,46;2021-08-15 06:31:00
0;0,6;0,38;0,54;0,41;2021-08-15 07:01:00
0;0,6;0,37;0,73;0,45;2021-08-15 07:31:00
0;0,6;0,37;0,67;0,46;2021-08-15 08:01:00
0;0,62;0,38;0,66;0,48;2021-08-15 08:31:00
0;0,61;0,37;0,62;0,44;2021-08-15 09:01:00
0;0,6;0,36;0,62;0,41;2021-08-15 09:31:00
0;0,61;0,36;0,69;0,5;2021-08-15 10:01:00
0;0,58;0,36;0,58;0,55;2021-08-15 10:31:00
0;0,57;0,35;0,81;0,51;2021-08-15 11:01:00
0;0,63;0,36;0,63;0,47;2021-08-15 11:31:00
0;0,61;0,36;0,85;0,47;2021-08-15 12:01:00
0;0,61;0,36;0,77;0,49;2021-08-15 12:31:00
0;0,65;0,35;0,71;0,49;2021-08-15 13:01:00
0;0,65;0,35;0,72;0,46;2021-08-15 13:31:00
0;0,65;0,35;0,7;0,48;2021-08-15 14:01:00
0;0,76;0,4;0,73;0,5;2021-08-15 14:31:00
0;0,75;0,39;0,73;0,45;2021-08-15 15:01:00
0;0,68;0,39;0,74;0,48;2021-08-15 15:31:00
0;0,7;0,37;0,73;0,5;2021-08-15 16:01:00
0;0,77;0,4;0,74;0,49;2021-08-15 16:31:00
0;0,78;0,39;0,7;0,51;2021-08-15 17:01:00
0;0,77;0,38;0,68;0,56;2021-08-15 17:31:00
0;0,01;0,01;0,12;0,14;2021-08-15 18:01:00
0;0,5;0,35;0,55;0,58;2021-08-15 18:31:00
0;0,01;0,01;0,17;0,17;2021-08-15 19:01:00
0;0,01;0,01;0,17;0,18;2021-08-15 19:31:00
0;0,01;0,01;0,11;0,19;2021-08-15 20:01:00
0;0,01;0,01;0,19;0,12;2021-08-15 20:31:00
0;0,01;0,01;0,17;0,14;2021-08-15 21:01:00
0;0,01;0,01;0,17;0,12;2021-08-15 21:31:00
0;0,01;0,01;0,12;0,2;2021-08-15 22:01:00
0;0,01;0,01;0,16;0,18;2021-08-15 22:31:00
0;0,01;0,01;0,13;0,14;2021-08-15 23:01:00
0;0,01;0,01;0,13;0,13;2021-08-15 23:31:00
0;0,01;0,01;0,16;0,18;2021-08-16 00:01:00
0;0,01;0,01;0,15;0,16;2021-08-16 00:31:00
